# not necessarily q
??    1215.6701 0.416400  6.265E8  1.00 No ID NOTE:DON'T USE TABS AS SEPARATORS
C I   1280.1352 0.026300  1.060E8  M03g
C I   1328.8333 0.075800  2.880E8  M03g
C I   1560.3092 0.077400  1.270e8  M03g
C I   1656.9284 0.149000  3.600e8  M03g
C I*  1188.9928 0.00507   7.17E7   M03g Aki
C I*  1189.0650 0.00426   2.01E7   M03g Aki
C I*  1189.2488 0.00385   1.09E7   M03g Aki
C I*  1193.0085 0.0281    7.90E7   M03g Aki
C I*  1193.2637 0.00913   4.29E7   M03g Aki
C I*  1193.6786 0.00905   2.54E7   M03g Aki
C I*  1194.2295 0.00178   8.33E6   M03g Aki
C I*  1194.4055 0.00314   4.40E7   M03g Aki
C I*  1260.9262 0.0175    2.41e8   M03g
C I*  1260.9961 0.0134    2.40e8   M03g
C I*  1261.1224 0.0202    2.36e8   M03g
C I*  1276.7498 0.00308   1.26e7   M03
C I*  1277.2827 0.0666    2.46e8   M03g
C I*  1277.5131 0.0210    2.32e8   M03g
C I*  1279.8907 0.0143    1.17e8   M03g
C I*  1280.4043 0.00440   1.06e8   M03g
C I*  1280.5975 0.00704   1.05e8   M03g
C I*  1329.0849 0.0254    2.89e8   M03g
C I*  1329.1004 0.0313    2.87e8   M03g
C I*  1329.1233 0.0191    2.88e8   M03g
C I*  1560.6820 0.058100  1.270E8  M03g
C I*  1560.7089 0.019300  1.270E8  M03g
C I*  1656.2672 0.062100  3.610e8  M03g
C I*  1657.3792 0.037100  3.600E8  M03g
C I*  1657.9071 0.049400  3.600E8  M03g
C I** 1189.4468 0.00376   2.96E7   M03g Aki
C I** 1189.6307 0.0112    5.27E7   M03g Aki
C I** 1193.2401 0.0332    1.11E8   M03g Aki
C I** 1193.3928 0.00738   3.46E7   M03g Aki
C I** 1193.6483 0.000288  2.25E6   M03g Aki
C I** 1194.0634 0.00636   2.98E7   M03g Aki
C I** 1194.6146 0.00227   1.77E7   M03g Aki
C I** 1261.4255 0.0131   2.40e8   M03g
C I** 1261.5519 0.0391   2.36e8   M03g
C I** 1277.190  0.000322  2.20e6   M03
C I** 1277.5501 0.0763    2.44e8   M03g
C I** 1277.7233 0.0153    2.46e8   M03g
C I** 1280.3331 0.0152    1.17e8   M03g
C I** 1280.8471 0.00522   1.06e8   M03g
C I** 1329.5775 0.0569    2.87e8   M03g
C I** 1329.6004 0.0189    2.88e8   M03g
C I** 1561.3399 0.011600  1.270E8  M03 g
C I** 1561.3668 0.000772  1.270E8  M03 g
C I** 1561.4378 0.064900  1.270E8  M03 g
C I** 1657.0081 0.111000  3.610E8  M03 g
C I** 1658.1211 0.037100  3.610e8  M03 g
C II  1334.5323 0.127800  2.880e8  M03 g
C II  1036.3367 0.118000  2.200e9  M03 g
C II* 1335.7077 0.115000  2.880e8  M03 g
C II* 1335.6627 0.012770  2.880e8  M03 g
C II* 1037.0182 0.118000  2.200e9  M03 g
C III  977.0201 0.757000  1.760E9   M03 g
C IV  1548.2049 0.189900  2.642E8   M03 g w:Petitjean/Aracil A&A 2004
C IV  1550.77845 0.094750  2.628E8  M03 g w:Petitjean/Aracil for l-ratio
N I   1200.7098 0.0432  4.00e8  14.00674  M03g A&G:6.496
N I   1200.2233 0.0869  4.02e8  M03g
N I   1199.5496 0.1320  4.07e8  M03g
N I   1134.9803 0.0416  1.44e8  M03g
N I   1134.4149 0.0278  1.49e8  M03g
N I   1134.1653 0.0146  1.51e8  M03g
N I    965.0413 3.86E-3 8.16e7  M03g
N I    964.6256 7.90e-3 8.31e7  M03g
N I    963.9903 1.24e-2 8.55e7  M03g
N I    954.1042 4.00e-3 1.41e8  M03g
N I    953.9699 3.31e-2 2.03e8  M03g
N I    953.6549 2.47e-2 2.10e8  M03g
N I    953.4152 1.29e-2 2.19e8  M03g
N II  1083.9937 0.111   3.74e8  M03g
N II   915.6131 0.159   1.27e9  M03g
N III  989.799  0.123   5.00e8   M03g
N V   1238.821  0.1560  3.391e8   M03g
N V   1242.804  0.0770  3.356e8   M03g
O I   1355.5977 1.16e-6  5.56E3  15.9994  M03g  A&G:7.377
O I   1302.1685 0.048000  5.650e8  M03 g
O I   1039.2304 0.00907  1.87E8   M03 g
O I   1026.4757 8.71e-8  4.58E7   M03 g plus two even weaker
O I   1025.7616 0.0163  1.02E8   M03 g plus two weaker
O I    988.7734 0.0465  2.26E8  M03
O I    988.6549 0.0083  5.66E7  M03
O I    988.5778 0.000553  6.29E6  M03
O I    976.4481 0.003310  8.010e7  M03 gM91
O I    971.7382 0.0116  8.58e7  M03
O I    971.7376 0.00207  1.46e7  M03
O I    971.7371 0.000138 1.63e6  M03
O I    950.8846 1.58e-3 3.876e7  M03 gM91
O I    948.6855 6.31e-3 2.900e7  M03 gM91
O I    937.8405 8.77e-4 1.102e7  M03 gM91
O I    936.6295 3.65e-3 1.704e7  M03 gM91
O I    930.2566 5.37e-4 6.90E6   M03
O I    929.5168 2.29e-3 1.00E7   M03
O I    925.446  3.54E-4 4.60E6   M03
O I    924.950  1.54e-3 1.00E7   M03
O I    922.200  2.45e-4 3.21e6   M03
O I    921.857  1.08e-3 1.00E7   M03
O I    919.917  1.77e-4 2.33e6   M03
O I    919.658  7.92e-4 1.00E7   M03
O I    919.222  1.32e-4 1.74e6   M03
O I    918.044  6.14e-4 1.00E7   M03
O I    916.960  1.01e-4 1.33e6   M03
O I    916.815  4.74e-4 1.00E7   M03 ..and more, but with high Lyman series.
O I*  1304.8576 0.0478  5.650e8  M03g
O I** 1306.0286 0.0478  5.650e8  M03g
O II  834.4655 0.132 2.000E8  VBT
O II  833.3294 0.0886 2.00E8  VBT
O II  832.7572 0.0444 2.00E8  VBT
O III 832.927 0.107 2.000E8   VBT
O III 702.332 0.137 2.000E8   VBT
O IV  787.711 0.110 2.000E8   VBT
O VI  1031.9261 0.13250  4.149e8  M03g
O VI  1037.6167 0.06580  4.076e8  M03g
O VII 21.60169 0.696 3.32E12
O VII 18.62799 0.146 9.35E11
F I   954.8267 0.0817  7.14E8  19.0  A&G:2.926
F I   951.8707 0.0165  7.16E8
NeVIII 780.324 0.050500  1.000e8  20.18 VBT A&G:6.537
NeVIII 770.409 0.103000  1.000e8  VBT
NaI   5891.5833 0.6408 6.157e7 22.989768 M03g A&G:4.759
NaI   5897.5581 0.3201 6.139e7  M03g
NaI   3303.369 0.00920 9.641e6 M03 M91g
NaI   3303.978 0.00460 9.639e6 M03 M91g
NaI   2853.012 6.77e-4 5.54e5  M03
NaI   2852.811 1.35e-3 5.54e5  M03
MgI   2852.96328 1.830000  5.000e8 24.3050  86.0 M03g w:SalumbidesMN06 A&G:6.031
MgI   2026.4768 0.113 6.12e7  M03 
MgI   1827.9351 0.024200  1.610e7  M03
MgI   1747.7937 0.00908   6.61e6   M03
MgI   1707.0606 0.00437   3.330e6  M03
MgII  2796.3542699 0.6155  2.68e8  24.3050 211.0 w:Murphy M03g
MgII  2803.5314853 0.3058  2.66e8  24.3050 120.0 w:Murphy M03g
MgII  1240.3947 0.000356  1.54e6 M03
MgII  1239.9253 0.000632  1.37e6 M03
MgII  1026.1134 3.92e-4   2.48e6 M03
MgII  1025.9681 7.43e-4   2.35e6 M03
MgX   624.95    0.0410     2.000E8  VBT
MgX   609.79    0.0842     2.000E8  VBT
AlI   3945.1224 0.116 1.48e8  26.981539 M03g  A&G:4.929
AlI   3083.0462 0.177 7.45e7  M03g
AlI   2367.7750 0.106 7.58e7  M03g
AlI   2264.1647 0.0892 7.14e7  M03g
AlII  1670.7886 1.740  1.390e9 27.00 270 M03g w:Griesmann
AlIII 1862.79113 0.278  5.34e8 27.00 224 M03g w:Griesmann
AlIII 1854.71829 0.559  5.42e8 27.00 458 M03g w:Griesmann
SiI   2515.0725  0.211  2.22e8 28.0855 M03g A&G:6.000
SiI   1845.5205  0.270  1.76e8  M03
SiI   1693.2939  0.156  1.21e8  M03
SiI   1631.170   0.2051  1.714e8  M91 (M03:no f-value)
SiI   1562.002  0.3758   3.425e8  M91 (M03:no f-value)
SiII  2335.123  4.25E-6  9.61e3  M03g
SiII  1808.01288 0.00208  2.38e6 28.11 520  M03g  w:Griesmann.
SiII  1526.70698 0.13300  1.13E9 28.11 50 30   M03g (Porsev, 2007)
SiII  1304.3702 0.0863  1.01E9  M03g 	
SiII  1260.4221 1.180   2.95E9  M03g
SiII  1193.2897 0.5820  4.07e9  M03g
SiII  1190.4158 0.2920  4.08E9  M03g	 
SiII  1020.6989 0.0168  6.680e8  M03/M91g
SiII   989.8731 0.171   6.673e8  M03/M91g
SiII* 1533.4316 0.13200  1.13E9  M03g
SiII* 1309.2757 0.0860  1.01E9   M03g
SiII* 1265.0020 0.117  2.95E9  M03g
SiII* 1264.7377 1.050  2.93E9  M03g
SiII* 1197.3938 0.145  4.07e9  M03g
SiII* 1194.5002 0.727  4.08E9  M03g
SiIII 1206.500 1.63000  2.48e9  M03g
SiIV  1393.76018 0.513  8.80e8  M03g w:Griesmann 
SiIV  1402.77291 0.254  8.62e8  M03g w:Griesmann
P I   1774.9487 0.169   2.38e8  30.973762 M03g A&G:4.017
P I   1782.8291 0.113   2.38e8  M03g
P II  1532.5330 3.03e-3 4.77e6 M03g 
P II  1301.8743 1.27e-2 4.82e7 M03g
P II  1152.8180 0.245   1.23e9 M03g
P II   963.8005 1.458   4.14E9 M03g
P II   961.0412 0.3489  5.09e9 M03g
P III 1334.8132 0.0282  6.32E7  M03g
P III  997.9996 0.1117  2.220E9  M03g
P III  917.1178 0.404  4.78E9  M03g
P III  913.9683 0.203  4.79E9  M03g
P IV   950.6569 1.490  3.67e9  M03g
P V   1128.0078 0.233 1.22e9  M03g
P V   1117.9774 0.472 1.26e9  M03g
S I   1807.3113 0.0905 5.33e8  32.066 M03g A&G:5.712
S I   1473.9943 0.0828 1.82e8  M03
S I   1295.6531 0.0870 3.46e8  M03
S II  1259.518 0.0166  4.65e7  M03g
S II  1253.805 0.0109  4.62e7  M03g
S II  1250.578 0.00543 4.63e7  M03g
S III 1190.203 0.0237 6.65e7  M03g
S III 1012.495 0.0438 2.81e8  M03g
S IV  1062.664 0.0494 1.69e8  M03g
S VI   944.523 0.215  1.61e9  M03g
S VI   933.378 0.437  1.67e9  M03g
ClI   1347.2396 0.153 6.62e8  35.4527 M03g  A&G:3.719
ArI   1066.6598 0.0675 1.32e8  39.948  M03g A&G:5.004
ArI   1048.2199 0.263 3.18e7 M03g  
CaI   4227.918 1.770   2.200e8  40.078  M03g A&G:4.786
CaI   2276.169 0.0661   2.84e7  M03g
CaII  3934.7750 0.6267  1.444e8  M03g
CaII  3969.5901 0.3116  1.409e8  M03g
ScII  3643.822  0.375  1.61E8  44.96 M03g IP=12.80
ScII  3581.947  0.237  2.13E8  M03g
ScII  3568.715  0.111  2.13E8  M03g
ScII  2563.958  0.0887 2.70E8  M03g
ScIII 1610.194  0.0866 4.46E8  M03g
ScIII 1603.064  0.0175 4.56E7  M03g
TiII  3384.7304 0.358  1.75e8  47.88   M03g
TiII  3242.9184 0.232  2.44e8  M03g
TiII  3230.1221 0.0687 2.44e8  M03g
TiII  3073.8633 0.121  2.56e8  M03g
TiII  3067.2379 0.0489 2.500e8  M03g
TiII  1910.9538 0.0980  1.43E8  M03g 
TiII  1910.6123 0.104   4.17E8  M03g 
TiIII 1298.697 0.0964 6.35e8  M03
TiIII 1295.884 0.0418 1.66e8  M03
V II  2740.525 0.101  3.00E7 50.94 M03g Aki only
V II  2706.021 0.0142 2.13E8  M03g
V II  2683.887 0.109  2.86E8  M03
V II  2141.767 0.00805 3.9E6  M03 Aki only
V II  2138.827 0.082   4.0E7  M03 Aki
V II  1106.571 0.123  2.24E8  M03 Aki
V II  1106.449 0.0239 4.34E7  M03 Aki
V II  1104.332 0.00356 6.5E6  M03 Aki
CrII  2066.16403 0.0512 4.17e8  52.06 -1360 M03g w:MN,300,131
CrII  2062.23610 0.0759  4.06e8 52.06 -1168 M03g w:MN,300,131
CrII  2056.25693 0.1030  4.07e8 52.06 -1030 M03g w:MN,300,131 
MnII  2606.462 0.198  2.72e8  54.93805  M03g
MnII  2594.499 0.280  2.78e8  M03g
MnII  2576.877 0.361  2.82e8  M03g
MnII  1201.118 0.121 7.85e8 M03
MnII  1199.391 0.169 7.85e8 M03
MnII  1197.184 0.217 7.84e8  M03
MnII  1162.015 0.0102 3.90e7 M03
FeI   3720.9928 0.0411  1.63e7  55.847  M03g A&G:5.954
FeI   3021.5187 0.1040  1.69E8  M03g
FeI   2967.7646 0.0438  1.27E8  M03g
FeI   2719.8329 0.122   1.75E8  M03g
FeI   2523.6083 0.203   3.85E8  M03g
FeI   2501.8858 0.049300  3.85E8  M03g
FeI   2484.0209 0.544  5.000E8  M03g
FeI   2463.3922 0.0532  5.000E8  M03g
FeI   2298.8769 0.0245  1.350E8  M03g
FeI   2167.4534 0.150000  2.74E8  M03
FeI   2132.690  0.0052    6.00E8 Kurucz
FeI   2084.785  0.0189    6.00E8 Kurucz
FeI   1937.268  0.00945   2.161E7 Kurucz
FeI   1934.5351 0.0111    2.55E7  M03 Aki
FeI   1875.158  0.00874   1.659E7 Kurucz
FeI   1851.690  0.0222   5.558E7 M03w Kuruczgf  GF value 0.2 J=4
FeII  2600.1724835 0.2394 2.70e8 55.847 1356.0   M03g w:Murphy f:ApJ,452,275 
FeII  2586.6495659 0.069125 2.72E8 55.847 1520.0 M03g w:Murphy f:ApJ,452,275
FeII  2382.7641781  0.320 3.13E8 55.847 1498.0 M03g 
FeII  2374.4603294 0.0313 3.09E8 55.847 1640.0 M03g 
FeII  2367.5895925 2.16e-5  3.07e8 55.847 M03g    
FeII  2344.2129601 0.1142  2.680e8  55.847 1540 M03g  f:Cardelli ApJ,452,275
FeII  2260.7805 0.00244 2.58e8   M03g
FeII  2234.4472 2.52e-5 2.75e8 M03g
FeII  2249.8768 0.001821 3.31e8 M03g 
FeII  1901.7730 7.0e-5 1.61E5 M03
FeII  1611.20034 1.38e-3  2.86e8 55.847 1560 M03g  w:JOPTScAmB 8,2028
FeII  1608.45085 0.0577 2.74e8  55.847 -1030 M03 w:JOPTScAmB 8,2028
FeII  1588.6876 1.48e-4 4.89e5  M03 
FeII  1260.533 0.024000  1.26E8  M03 
FeII  1144.9379 0.0830  3.520E8  M03
FeII  1143.2260  0.0192  9.81e7  M03
FeII  1142.3656 0.00401  2.56e7  M03
FeII  1133.6654  4.72e-3  3.06e7 M03
FeII  1127.0984 1.12e-3 5.89e6 M03
FeII  1125.4477  0.0156   1.03E8 M03
FeII  1121.9748 0.0290 1.92e8 M03 fik 10% smaller (J2347 z=2.33)?
FeII  1112.0480  0.00446 2.000E7 M03
FeII  1106.3596 3.94e-4 2.15e6 M03
FeII  1096.8769 0.032700  2.260E8 M03
FeII  1083.4204 0.002800  2.000E8  M03
FeII  1081.8748 0.012600  2.000E8  M03
FeII  1063.9718 0.00475  3.50e7  M03
FeII  1063.1764  0.054700  3.23E8  M03
FeII  1062.1517  0.002910  1.72e7  M03
FeII  1055.2617  0.00615  4.61e7  M03
FeIII 1214.562 2.39e-4  1.39e6 M03
FeIII 1122.524 0.05440  3.70e8   M03
CoII  2059.4756 0.00751  2.78e8  58.93320 M03g
CoII  2026.4122 0.0125   3.03e8 M03g
CoII  2012.1664 0.0368  3.45e8 M03g
CoII  1941.2852 0.0340   4.35e8  M03g 
CoII  1574.5508 0.0250   6.73e7  M03
CoII  1572.6489 0.0120   4.16e7  M03
CoII  1552.7624 0.0116   3.21e7  M03
CoII  1480.9546  0.0119  4.65e7   M03 
CoII  1466.2110  0.0310  3.78e7 M03
CoII  1424.7866  0.0109  3.58e7 M03
NiI   2320.7468 0.685  6.94E8   58.76    M03
NiI   2311.669 0.376500  4.700E8   M91(M03-no f)
NiII  1751.9157 0.027700  3.70E8 58.76  -700  M03g
NiII  1741.5531 0.042700  5.00E8 58.76 -1400  M03g
NiII  1709.6042 0.0324    4.35e8 58.76   -20  M03g 
NiII  1703.4119 0.0060   5.00e8 M03g
NiII  1502.148 0.01330   3.932E7   M91 prob wrong
NiII  1467.756 0.00990  2.30E7  M03
NiII  1467.259 0.00630  2.93E7  M03
NiII  1454.842 0.0323  1.02E8   M03
NiII  1393.324 0.0101  3.47E7   M03 
NiII  1370.132 0.056   4.10e8   fik from 1331+170 M03 was f=0.0769  
NiII  1317.217 0.057   4.205e8  D-Z:astro-ph/0511031  M91 was 0.07786
CuII  1367.9509 0.179 6.23e8 63.546  M03g
CuII  1358.773 0.263  7.20e8  M03g
ZnI   2138.5735 1.4700 7.14e8 65.47 M03 
ZnII  2062.66045 0.246  3.86e8  65.47 1585 M03g  w:MN,300,131 
ZnII  2026.13709 0.501  4.07e8  65.47 2488 M03g w:MN,300,131
GaII  1414.402 1.77000   1.97e9   69.723  M03g
GeII  1602.4863 0.144 1.06E9    72.61   M01g abund=115
GeII  1237.0591 1.230 2.68e9    M01
GeII  1164.272  0.280 1.38e9    M01 
! -- Supplementary list --
AsII  1263.770  0.259 3.61E8  74.92 M00 Aki
AsII  1207.449  0.0234 3.56E7 M00 Aki
AsII  1181.538  0.0309 4.92E7 M00 Aki
SeI   1530.457  0.260 5.28e8 78.96  M01  abund 67
SeI   1405.382  0.105 2.54e8  M01
SeI   1353.899  0.0503 1.31e8 M01
SeII  1049.648  0.0823 9.96e8 M01
SeII  1033.556  0.165  1.03e9 M01
SeII  1013.434  0.263  1.14e9 M01
BrI   1540.661  0.0771 2.39E8 79.90 M00
BrI   1488.459  0.0669 2.22E8 M00
KrI   1235.8380 0.204 2.98e8 83.80 M01g abund 47
KrI   1164.8672 0.188 3.09e8    M01g
SrI   4608.617  2.01  2.10e8 87.62 M01g abund 27
SrI   2570.238  0.0166 2.21e8 M01g
SrI   2428.828  0.0468 1.83e8 M01g
SrI   2355.029  0.0479 1.92e7 M01
SrI   2307.974  0.0288 1.20e7 M01
SrII  4216.707  0.334  1.35e8 M01g
SrII  4078.861  0.701  1.50e8 M01g
SrII  1793.088  0.0056   1e8    M01 f Kurucz
SrII  1783.870  0.00069   1e8    M01 f Kurucz
Y II  3112.932  0.00654 3.48E8 88.91 M00
ZrII  3573.4879 0.167   1e8  91.22 M01 f Kurucz abund=6.8
ZrII  3389.2675 0.065   1e8     M01 f Kurucz
ZrII  3358.2263 0.046   1e8     M01 f Kurucz
ZrII  3273.1651 0.050   1e8     M01 f Kurucz
ZrII  3285.6581 0.083   1e8     M01 f Kurucz
ZrII  3209.2401 0.010   1e8     M01 f Kurucz
ZrII  2762.693  0.010   1e8   Kurucz
ZrII  2759.607  0.091   1e8   Kurucz
ZrII  2743.349  0.204   1e8   Kurucz
ZrII  2712.306  0.049   1e8   Kurucz
ZrII  2568.424  0.135   1e8   Kurucz
ZrII  2551.518  0.050   1e8   Kurucz
ZrIII 1798.048  0.178  6.13e8 M01
NbII  2866.452  0.0603 1.75E8 92.91 M00
NbII  2668.088  0.0955 3.23E8 M00
RuII  1888.043  0.0293 2.56E8 101.07 M00
PdII  1403.552  0.0328  8.34E7 106.42 M00 Aki
PdII  1367.700  0.0712 2.54E8 M00 Aki
PdII  1374.843  0.0360 1.27E8 M00 Aki
PdII  1320.018  0.122  4.68E8 M00 Aki
PdII  1235.191  0.0400 2.62E8 M00 Aki
PdII  1218.618  0.0585 2.63E8 M00 Aki
PdII  1203.960  0.132  4.54E8 M00 Aki
AgII  1195.883  0.0369 3.45E8 107.87 M00
AgII  1112.483  0.429  1.20E9 M00
AgII  1107.072  0.382  1.09E9 M00
CdII  2265.7152 0.247 3.21E8 112.41 M00
CdII  2145.0697 0.498 3.61E8 M00 
SnII  1400.450  0.790   1e8   118 Kurucz ab=3.6
HgII  1649.947  0.830   1e8   200 Kurucz ab=0.4
PbII  1433.905  0.870   1e8   206 Kurucz ab=4
! - Isotopes
C3I   1656.932  0.14900   3.60E8  13.0  M03g  13C -for isotope shifts +0.65
C3I   1560.292  0.0774    1.78E8  M03g -3.30 km/s
C3I   1328.826  0.0758    2.87E8  M03g -1.65 km/s
C3I*  1657.916  0.0494    3.60E8  M03g
C3I*  1657.383  0.0371    3.60E8  M03g
C3I*  1656.272  0.0621    3.60E8  M03g
C3I*  1560.692  0.0193    1.27E8  M03g
C3I*  1560.664  0.0581    1.27E8  M03g
C3I*  1329.116  0.0191    2.87E8  M03g
C3I*  1329.093  0.0313    2.87E8  M03g
C3I*  1329.079  0.0254    2.87E8  M03g
C3I** 1658.125  0.0371    3.60E8  M03g
C3I** 1657.012  0.1110    3.60E8  M03g
C3I** 1561.424  0.0649    1.27E8  M03g
C3I** 1561.350  0.000772  1.27E8  M03g
C3I** 1561.322  0.0116    1.27E8  M03g
C3I** 1329.593  0.0189    2.87E8  M03g
C3I** 1329.571  0.0569    2.87E8  M03g
MgIa  2852.9634198 1.83 5.00E8 Salumbides06 24Mg mass taken as 24.3
MgIb  2852.9614069 1.83 5.00E8 Salumbides06 25Mg
MgIc  2852.9595910 1.83 5.00E8 Salumbides06 26Mg
MgIIa 2796.3553 0.6155 2.625e8 M03 24Mg mass taken as 24.3
MgIIa 2803.5324 0.3058 2.595e8 M03 24Mg
MgIIb 2796.3511 0.6155 2.625e8 M03 25Mg mass taken as 24.3
MgIIb 2803.5283 0.3058 2.595e8 M03 25Mg
MgIIc 2796.3473 0.6155 2.625e8 M03 26Mg mass taken as 24.3
MgIIc 2803.5244 0.3058 2.595e8 M03 26Mg
! - H2
H2J7  1151.6383790 0.000729867 1.868E9  2.01588 -0.03451983  ! L  0 P(7)   2 
H2J7  1134.8964860 0.002568610 1.741E9  2.01588 -0.02735538  ! L  1 P(7)   2 
H2J6  1131.7536180 0.000748072 1.868E9  2.01588 -0.02857077  ! L  0 P(6)   2 
H2J6  1125.7267470 0.000656326 1.868E9  2.01588 -0.02362649  ! L  0 R(6)   2 
H2J5  1125.5397680 0.000757692 1.868E9  2.01588 -0.02329085  ! L  0 P(5)   2 
H2J5  1120.4005890 0.000715714 1.868E9  2.01588 -0.01895450  ! L  0 R(5)   2 
H2J7  1119.0297010 0.005176020 1.632E9  2.01588 -0.02071215  ! L  2 P(7)   2 
H2J4  1116.0147190 0.000777988 1.868E9  2.01588 -0.01507444  ! L  0 R(4)   2 
H2J3  1115.8955500 0.000738064 1.868E9  2.01588 -0.01491660  ! L  0 P(3)   1b
H2J6  1115.4563840 0.002604310 1.741E9  2.01588 -0.02141170  ! L  1 P(6)   2 
H2J3  1112.5830340 0.000846784 1.868E9  2.01588 -0.01201537  ! L  0 R(3)   2 
H2J2  1112.4959970 0.000691459 1.868E9  2.01588 -0.01190946  ! L  0 P(2)   1b
H2J2  1110.1210430 0.000932201 1.868E9  2.01588 -0.00980419  ! L  0 R(2)   2 
H2J1  1110.0625140 0.000573914 1.868E9  2.01588 -0.00973852  ! L  0 P(1)   1a
H2J6  1109.8617270 0.002505800 1.741E9  2.01588 -0.01681549  ! L  1 R(6)   2 
H2J5  1109.3132590 0.002615850 1.741E9  2.01588 -0.01612812  ! L  1 P(5)   1b
H2J1  1108.6332600 0.001077000 1.868E9  2.01588 -0.00846231  ! L  0 R(1)   1a
H2J0  1108.1273270 0.001664570 1.868E9  2.01588 -0.00800319  ! L  0 R(0)   1a
H2J5  1104.5483630 0.002676060 1.741E9  2.01588 -0.01212508  ! L  1 R(5)   2 
H2J4  1104.0839750 0.002595470 1.741E9  2.01588 -0.01155644  ! L  1 P(4)   1b
H2J7  1103.9822930 0.007843250 1.536E9  2.01588 -0.01457227  ! L  3 P(7)   2 
H2J4  1100.1644380 0.002854300 1.741E9  2.01588 -0.00820532  ! L  1 R(4)   2 
H2J6  1100.0199850 0.005209740 1.632E9  2.01588 -0.01478632  ! L  2 P(6)   1b
H2J3  1099.7871830 0.002525690 1.741E9  2.01588 -0.00774742  ! L  1 P(3)   1a
H2J3  1096.7253370 0.003055710 1.741E9  2.01588 -0.00509470  ! L  1 R(3)   1a
H2J2  1096.4389420 0.002367130 1.741E9  2.01588 -0.00474693  ! L  1 P(2)   1a
H2J6  1094.7991630 0.005463250 1.632E9  2.01588 -0.01049178  ! L  2 R(6)   2 
H2J2  1094.2446020 0.003314800 1.741E9  2.01588 -0.00282772  ! L  1 R(2)   1a
